gene_id,SRR35049344,SRR35049350,SRR35049353,SRR35049354,SRR35049360,SRR35049363
MSTRG.24924|SSBP3P2,1,7,6,4,1,9
MSTRG.24925|RAB6D,91,222,68,133,465,53
MSTRG.24928,29,12,12,13,14,25
MSTRG.24929,19,5,7,18,17,19
MSTRG.24927|GNAQP1,8,7,39,23,19,55
ENSG00000217950|NOC2LP2,17,29,24,6,7,10
MSTRG.24930|RHOQP2,35,21,18,26,18,23
MSTRG.24931|MIR4784,1,1,1,1,1,1
MSTRG.24934,10,10,9,0,0,27
ENSG00000290618|CDRT15P3,0,0,4,9,3,9
ENSG00000186825|CDRT15P3,0,0,0,0,0,0
ENSG00000294242,0,0,0,0,0,0
ENSG00000232760,0,0,0,0,0,0
MSTRG.24939|LINC01087,0,0,0,0,0,0
MSTRG.24940|GRAMD4P8,0,0,0,0,0,0
MSTRG.24939|LINC03124,368,151,209,148,115,277
MSTRG.24939|NBEAP2,0,0,5,20,4,3
MSTRG.24939|CDRT15P4,0,0,0,0,0,0
MSTRG.24939,6,3,46,15,0,37
MSTRG.24941|TOMM40P4,38,23,65,60,41,68
MSTRG.24942,18,2,4,0,2,6
ENSG00000244337,0,0,0,0,0,0
ENSG00000235615,0,0,0,2,0,0
ENSG00000306116,0,0,0,0,0,0
ENSG00000236485|LINC01945,21,0,0,0,0,5
ENSG00000287414,0,0,0,0,0,0
ENSG00000226886,0,0,0,0,0,1
ENSG00000233786|CDC27P1,13,7,14,10,4,7
ENSG00000290902,8,0,8,23,20,9
ENSG00000230803,0,0,0,0,0,0
ENSG00000018607|ZNF285CP,0,0,0,0,0,0
ENSG00000309125,2,0,0,0,0,0
MSTRG.24943,8,20,5,14,2,25
MSTRG.24944,22,28,0,25,30,4
MSTRG.24945|FAM201B,10,24,0,22,28,10
MSTRG.24946,0,24,0,0,52,9
MSTRG.24948|YBX1P7,0,8,0,2,3,0
MSTRG.24949|RN7SKP103,0,0,0,0,1,0
MSTRG.24947|GPR39,389,404,87,427,791,43
MSTRG.24950|LYPD1,900,918,272,2178,39,210
MSTRG.24952,0,13,4,12,10,0
MSTRG.24950,0,42,56,0,0,3
MSTRG.24951,24,37,1,54,84,4
ENSG00000301734,0,0,0,0,0,0
MSTRG.24953|NCKAP5,402,6,12,229,12,39
MSTRG.24954,0,0,0,0,0,0
MSTRG.24955,0,0,0,0,0,0
MSTRG.24958|NCKAP5-AS2,4,6,16,21,13,48
MSTRG.24959|RNU6-579P,0,0,0,0,0,0
MSTRG.24960|RN7SKP154,0,0,0,0,0,0
MSTRG.24961|NCKAP5-IT1,0,0,0,0,0,0
MSTRG.24962,0,0,0,0,0,0
MSTRG.24956|NCKAP5-AS1,4,0,0,0,0,0
MSTRG.24957,3,0,0,0,1,1
MSTRG.24953,3,2,0,12,0,2
MSTRG.24963,2365,1836,2665,3035,0,1936
MSTRG.24964|MIR3679,0,1,0,0,0,2
MSTRG.24966|RNA5SP104,0,0,0,0,0,2
MSTRG.24963|MGAT5,1146,252,791,413,1239,166
MSTRG.24965,4,3,4,0,0,0
MSTRG.24967|EDDM3CP,1,0,0,0,0,0
MSTRG.24968|TMEM163,94,30,29,60,0,34
MSTRG.24969,0,0,0,0,0,0
MSTRG.24970,0,1,0,6,2,20
MSTRG.24971,0,0,0,3,0,3
ENSG00000176601|MAP3K19,14,0,0,3,0,0
MSTRG.24972|CCNT2-AS1,403,902,200,301,181,210
MSTRG.24973,0,0,0,0,0,0
MSTRG.24974|VDAC2P4,0,0,0,0,0,0
MSTRG.24975,0,2,0,0,0,0
MSTRG.24976,0,0,0,0,0,0
MSTRG.24977|ACMSD,21,32,24,22,35,27
MSTRG.24972,0,97,0,0,0,0
MSTRG.24979|CCNT2,2037,1048,2667,1411,1695,760
MSTRG.24979,2430,2728,959,1814,1436,2637
MSTRG.24978|MIR5590,1,1,0,0,0,0
MSTRG.24980|RAB3GAP1,2477,1675,1879,2472,1714,1303
MSTRG.24980,0,0,0,21,0,0
MSTRG.24981|SNORA40B,0,1,0,2,7,2
MSTRG.24982|ZRANB3,653,293,575,513,447,516
MSTRG.24983,4,2,2,7,28,5
MSTRG.24982,12,52,117,13,7,17
MSTRG.24984|G3BP1P1,17,6,8,4,10,10
ENSG00000115850|LCT,4,9,5,0,0,0
ENSG00000200664|Y_RNA,0,0,0,0,0,0
ENSG00000226806|LCT-AS1,0,3,0,0,0,0
MSTRG.24985|R3HDM1,2148,1279,1774,1784,1438,1426
MSTRG.24985,625,46,1226,655,248,1012
MSTRG.24986,8,7,2,2,3,15
MSTRG.24987|RNU6-512P,0,0,0,0,0,3
MSTRG.24988|MIR128-1,0,2,0,0,0,0
MSTRG.24990,0,2234,8,2163,3444,24
MSTRG.24990|UBXN4,6405,3701,5664,4537,1235,4057
MSTRG.24989,11,1,4,1,12,4
MSTRG.24991,41,42,30,22,14,32
MSTRG.24992|MCM6,2454,3807,7209,1931,4584,3272
MSTRG.24997|CXCR4,280,2804,48,143,14590,33
MSTRG.24998,4,2,0,0,11,0
MSTRG.24993|DARS1,2494,1346,3423,2334,2386,2219
MSTRG.24994|DARS1-AS1,45,40,14,43,25,47
MSTRG.24995,0,0,0,0,0,0
MSTRG.24996,0,0,0,0,0,0
ENSG00000304642,0,12,0,0,11,0
ENSG00000304665,0,6,0,0,0,0
ENSG00000304710,0,0,0,0,0,0
ENSG00000304730,0,0,0,0,0,0
ENSG00000227347|HNRNPKP2,23,6,30,10,27,19
MSTRG.24999|UBBP1,7,15,28,3,5,10
MSTRG.25004|HNMT,622,69,56,409,54,84
MSTRG.25005,0,0,0,5,0,0
MSTRG.25000|THSD7B,145,768,116,255,724,58
MSTRG.25001,0,0,0,0,0,0
MSTRG.25002,0,468,6,0,414,0
MSTRG.25003|RNA5SP105,0,0,0,0,0,0
MSTRG.25007|SPOPL-DT,84,17,9,50,42,98
MSTRG.25008|LINC01832,0,0,0,0,0,0
MSTRG.25007,0,0,0,0,0,9
MSTRG.25009,0,0,0,0,0,0
MSTRG.25013|RNF14P1,0,0,0,2,0,0
MSTRG.25015,0,1,3,22,3,1
MSTRG.25010|RPL15P5,35,56,134,44,43,112
MSTRG.25011|YWHAEP5,1,5,5,12,5,3
MSTRG.25012|IDI1P1,1,1,3,0,1,1
MSTRG.25014,10,0,0,0,1,0
MSTRG.25016|SPOPL,1951,963,548,1662,630,926
MSTRG.25017,0,0,0,0,0,0
MSTRG.25018,4,6,9,16,9,0
MSTRG.25016|LINC02631,0,2,0,0,0,0
MSTRG.25016,852,0,551,846,611,706
MSTRG.25019|NXPH2,897,0,34,252,18,38
ENSG00000306916,0,0,0,0,0,0
ENSG00000287147,0,0,0,0,0,0
MSTRG.25020,0,0,0,0,0,0
MSTRG.25021|MTCO1P44,0,0,0,0,0,0
MSTRG.25022|MTND2P19,0,0,0,0,0,0
MSTRG.25023|MTND1P27,0,0,0,0,0,0
MSTRG.25024|LRP1B,74,726,33,87,276,3
MSTRG.25024,0,1,0,0,1,0
MSTRG.25025|MIR7157,0,0,0,0,0,0
MSTRG.25027|LRRC57P1,0,0,0,0,0,0
MSTRG.25028|Y_RNA,0,0,0,0,0,0
MSTRG.25029|RNU6-904P,0,0,0,0,0,0
MSTRG.25030|RPS16P3,0,0,0,0,0,0
MSTRG.25031,0,0,0,0,0,0
MSTRG.25032,0,26,4,0,0,14
MSTRG.25033,0,8,0,2,0,0
MSTRG.25026|COPRSP1,2,7,1,7,0,3
MSTRG.25034,7,0,0,0,5,0
ENSG00000115919|KYNU,0,5,4,17,0,8
ENSG00000303829,0,0,0,0,0,0
ENSG00000270390|SFXN4P1,0,0,0,0,0,0
ENSG00000307787,0,0,0,0,4,0
MSTRG.25036|GTDC1,1009,500,610,881,429,960
MSTRG.25036,0,0,0,1,0,115
MSTRG.25035|GTDC1-AS1,10,9,5,0,4,0
MSTRG.25037,14,0,0,0,0,0
ENSG00000232606|LINC01412,0,0,0,0,0,0
ENSG00000287115|LINC02993,0,0,0,0,0,0
ENSG00000305913,0,0,0,0,0,0
ENSG00000305976,0,0,0,0,0,0
ENSG00000305952,0,0,0,0,0,0
MSTRG.25038|ZEB2,4114,59,152,1030,0,72
MSTRG.25042|ZEB2-AS1,25,0,4,0,0,0
MSTRG.25042,4,0,3,0,0,0
MSTRG.25039,5,0,0,0,0,0
MSTRG.25040,5,0,0,0,0,0
MSTRG.25041,54,0,0,19,0,0
MSTRG.25038,39,2,1,14,0,0
ENSG00000300879,0,0,0,0,0,0
ENSG00000226674|TEX41,7,13,16,47,40,118
ENSG00000299078,0,0,0,0,0,0
ENSG00000299044,0,0,0,0,0,0
ENSG00000234940,0,0,0,0,0,0
ENSG00000299118,0,0,0,0,0,0
ENSG00000276706,0,0,0,0,0,0
ENSG00000235352|SGCEP1,0,0,0,0,0,0
ENSG00000298975,0,0,0,0,0,0
ENSG00000268580|LINC01966,0,0,0,0,0,0
ENSG00000299009,0,0,0,0,0,0
ENSG00000225107,0,0,0,0,0,0
ENSG00000286225,0,0,0,0,0,0
ENSG00000226218,0,0,0,0,0,0
ENSG00000304069,0,0,0,0,0,0
ENSG00000298866,0,0,0,0,0,0
ENSG00000287847,0,0,0,0,0,0
MSTRG.25043,0,0,0,0,0,0
MSTRG.25044|RNA5SP106,0,0,0,0,0,0
MSTRG.25045,49,21,10,64,56,24
MSTRG.25047|ACVR2A,1983,1072,995,1037,1323,650
MSTRG.25048|RNU6-1275P,0,1,0,0,4,0
MSTRG.25050|ORC4,1957,942,1337,1792,947,1389
MSTRG.25051|MBD5,1302,1197,635,1693,1052,673
MSTRG.25052,0,12,0,0,4,12
MSTRG.25054,0,0,4,0,0,0
MSTRG.25055,0,0,0,0,0,0
MSTRG.25056,0,1,2,3,2,0
MSTRG.25051,354,209,6,0,112,4
MSTRG.25046,33,32,25,28,85,75
MSTRG.25049,5,0,0,0,0,0
MSTRG.25050,50,245,752,130,150,268
MSTRG.25053,8,9,0,6,0,0
MSTRG.25057|USP12P2,7,7,0,6,2,0
MSTRG.25058|EPC2,2411,1274,1421,1886,981,1432
MSTRG.25059,0,0,0,0,0,0
MSTRG.25063|KIF5C,8239,5392,5427,4211,4294,2872
MSTRG.25060|KIF5C-AS1,49,76,5,15,22,10
MSTRG.25061|RPS20P13,3,0,0,0,0,0
MSTRG.25062|USP8P2,6,0,0,6,3,0
MSTRG.25064,1,2,3,2,2,3
MSTRG.25065,13,4,1,4,0,2
ENSG00000224337|FAM8A3P,1,2,0,2,0,0
MSTRG.25067|LYPD6B,344,3,0,761,0,0
MSTRG.25067,826,22,20,1318,0,32
MSTRG.25066,4,0,0,0,0,0
MSTRG.25068|TXNP5,6,0,1,1,0,0
MSTRG.25069,24,0,0,34,0,0
MSTRG.25070|LYPD6,1398,99,338,1515,71,953
MSTRG.25071|RPL17P13,0,0,0,0,0,0
MSTRG.25072|MMADHC,2573,3656,4883,2687,2772,4328
MSTRG.25073|MMADHC-DT,14,20,5,4,15,0
MSTRG.25074|RNU6-601P,0,0,0,0,0,1
MSTRG.25075|LINC01931,0,2,0,0,0,0
MSTRG.25076|RND3,1993,69,5034,2368,4,3437
MSTRG.25077,0,0,0,0,0,0
MSTRG.25078|RBM43,375,37,93,415,133,121
MSTRG.25079|NMI,61,47,48,141,48,117
ENSG00000295625,0,0,0,0,0,0
ENSG00000123610|TNFAIP6,0,0,16,0,0,14
ENSG00000264684|MIR4773-1,0,0,0,0,0,0
ENSG00000283569|MIR4773-2,0,0,0,0,0,0
ENSG00000242113|RN7SL124P,0,0,0,0,0,0
MSTRG.25080|RIF1,1283,2341,3088,3041,1516,1097
MSTRG.25080,4240,1800,4747,880,1569,2545
MSTRG.25082|NEB,177,6201,171,197,496,141
MSTRG.25082,0,29,0,0,0,0
MSTRG.25081,4,9,13,4,20,0
MSTRG.25083|ARL5A,3581,2550,3721,3200,3015,4526
MSTRG.25085,0,0,0,0,0,0
MSTRG.25083,1123,2611,1657,698,1569,2908
MSTRG.25083|CACNB4,271,24,94,66,6,318
MSTRG.25086,0,0,0,0,0,0
MSTRG.25087,0,0,0,0,0,0
MSTRG.25088,0,0,0,0,0,0
MSTRG.25084,14,5,8,35,6,1
MSTRG.25089|STAM2,1500,1264,942,1237,1038,899
MSTRG.25090,8,13,4,0,5,6
MSTRG.25092,14,8,8,5,4,16
MSTRG.25093,0,0,0,0,0,0
MSTRG.25091|RPL30P2,1,5,0,2,0,3
MSTRG.25094|FMNL2,3770,3053,3120,3147,2472,2772
MSTRG.25098,0,0,0,0,0,1
MSTRG.25100|PRPF40A,4439,6863,7897,3584,7346,3250
MSTRG.25100,454,877,1220,627,1022,701
MSTRG.25101|ARL6IP6,1785,1209,1966,1129,2620,1817
MSTRG.25095,4,8,0,8,0,6
MSTRG.25096|NUDCP1,4,3,7,0,1,5
MSTRG.25097,6,14,6,0,6,16
MSTRG.25099,122,203,74,146,59,74
MSTRG.25094,732,825,278,281,277,347
MSTRG.25101,89,480,137,69,0,850
MSTRG.25103,12,70,2,14,32,2
MSTRG.25104,0,0,0,0,0,0
MSTRG.25106,24,298,35,50,195,82
MSTRG.25103|TUBAP13,2,7,13,4,47,12
MSTRG.25105|RPRM,217,1391,488,298,1609,836
MSTRG.25107,1,28,51,7,21,208
ENSG00000238004,0,0,0,0,0,0
MSTRG.25114,0,3,2,0,13,12
MSTRG.25115,0,2,5,0,2,19
MSTRG.25117,0,16,2,0,24,5
MSTRG.25116,1,24,18,2,24,37
ENSG00000236917|DNAJA1P2,0,2,0,2,0,0
MSTRG.25108|GALNT13,674,877,611,552,436,420
MSTRG.25109|GALNT13-AS1,0,14,0,0,6,3
MSTRG.25108|PHB1P4,2,7,2,0,4,4
MSTRG.25112,64,73,0,141,266,4
MSTRG.25113|KCNJ3,119,168,0,326,775,0
MSTRG.25119,0,0,16,0,0,1
MSTRG.25120,0,0,0,3,15,0
MSTRG.25121,0,0,2,27,3,0
MSTRG.25118,93,21,13,204,84,68
MSTRG.25122,154,50,31,97,34,32
MSTRG.25125|NR4A2,123,63,33,80,24,71
MSTRG.25127,13,8,3,9,33,11
MSTRG.25126,7,0,1,18,9,7
MSTRG.25123|LINC01876,154,90,94,130,51,122
MSTRG.25123,1926,499,422,1176,571,904
MSTRG.25124|HEBP2P1,4,2,0,14,1,1
MSTRG.25130|GPD2,2609,2320,4031,2349,2205,2446
ENSG00000286530,0,5,0,0,29,0
ENSG00000213194|CDK7P1,17,8,11,11,1,6
MSTRG.25135|GALNT5,351,9,9,487,8,22
MSTRG.25136|RN7SKP281,0,0,0,0,0,0
MSTRG.25137|ERMN,358,601,6,52,38,6
MSTRG.25139,224,117,280,219,145,263
MSTRG.25139|FAM133DP,19,10,25,11,8,19
ENSG00000115165|CYTIP,5,23,4,16,13,16
MSTRG.25140|ACVR1C,88,109,36,224,99,122
MSTRG.25141,0,0,10,0,6,8
MSTRG.25142|ACVR1,575,1006,893,909,728,788
ENSG00000007001|UPP2,13,8,0,15,1,0
ENSG00000251980|RNU6-436P,0,0,0,0,0,0
ENSG00000228937|MTA3P1,0,0,0,0,0,0
ENSG00000212410|RNU6-932P,0,0,0,0,0,0
ENSG00000304835,0,0,0,0,0,0
MSTRG.25143|CCDC148-AS1,0,0,0,0,0,0
MSTRG.25144|CCDC148,198,73,21,194,21,26
MSTRG.25144,0,0,0,10,0,0
ENSG00000270557,12,8,13,6,0,16
ENSG00000271320,4,0,0,4,2,0
ENSG00000231158|PTP4A1P1,3,0,0,0,0,0
MSTRG.25145,14,0,0,0,0,0
MSTRG.25146|HNRNPDLP2,2,0,0,2,0,0
MSTRG.25147|RN7SL393P,7,0,0,3,0,2
ENSG00000163331|DAPL1,0,0,0,0,0,0
ENSG00000243792|OR7E89P,0,0,0,0,0,0
ENSG00000188668|OR7E90P,0,0,0,0,0,0
ENSG00000286621,2,0,0,0,0,0
ENSG00000251491|OR7E28P,1,2,2,6,2,2
ENSG00000300514,8,0,0,7,0,0
MSTRG.25148|PKP4,1473,1042,806,3740,1258,5048
MSTRG.25148,3146,2951,4651,1686,2443,1161
MSTRG.25149,0,11,5,0,4,4
MSTRG.25151|PKP4-AS1,50,64,34,34,46,28
MSTRG.25152,0,0,0,0,0,0
MSTRG.25150|RPL7AP22,10,7,4,4,0,2
MSTRG.25153|TANC1,1218,345,640,1145,290,427
MSTRG.25155|RNU6-580P,0,1,0,3,0,0
MSTRG.25156|GSTM3P2,0,0,0,0,0,0
MSTRG.25153|MIR6888,0,0,0,1,1,0
MSTRG.25154,48,24,136,87,40,39
MSTRG.25154|BTF3L4P2,386,191,289,441,449,367
MSTRG.25153,2,2,3,1,10,1
MSTRG.25157,25,16,5,5,39,0
MSTRG.25158,179,0,225,1,229,0
MSTRG.25158|WDSUB1,239,383,47,534,84,261
MSTRG.25159,2,0,1,20,6,1
MSTRG.25171|PLA2R1,236,366,29,310,336,53
MSTRG.25172,0,0,0,0,0,0
MSTRG.25160,2719,2626,1238,4041,91,1061
MSTRG.25160|BAZ2B,2254,1212,595,207,2102,140
MSTRG.25161,26,21,5,3,9,15
MSTRG.25165|BAZ2B-AS1,62,64,38,75,46,99
MSTRG.25167|MARCHF7,2606,2869,4443,3539,3658,3402
MSTRG.25167,4060,1730,1875,1459,1751,2099
MSTRG.25168|CD302,347,42,39,323,101,85
MSTRG.25168|LY75-CD302,2,0,4,0,0,0
MSTRG.25168|LY75,35,0,29,19,0,37
MSTRG.25169,0,0,0,0,0,0
MSTRG.25170,0,0,2,4,0,6
MSTRG.25162,4,9,8,0,2,10
MSTRG.25160|CAPZA1P2,4,3,1,2,1,1
MSTRG.25163|Y_RNA,2,5,0,0,0,0
MSTRG.25164,5,26,7,20,13,16
MSTRG.25166|RPS3AP13,1,3,0,0,0,4
MSTRG.25168,12,0,5,12,1,17
MSTRG.25173|ITGB6,201,0,2,408,3,0
MSTRG.25174,0,0,0,16,0,0
MSTRG.25175,0,0,0,0,0,0
MSTRG.25173|LINC02478,2,3,1,0,1,11
MSTRG.25176,0,0,0,0,0,0
MSTRG.25178,925,2232,587,2966,1823,533
MSTRG.25178|RBMS1,2180,1472,2711,149,2246,2030
MSTRG.25177,6,7,3,26,8,0
MSTRG.25178|MIR4785,3,1,1,1,1,1
MSTRG.25179|TANK-AS1,0,0,0,0,0,0
MSTRG.25180|TANK,546,220,383,608,377,259
MSTRG.25181|PSMD14-DT,0,29,3,9,2,7
MSTRG.25182|LINC01806,98,192,159,176,104,222
MSTRG.25183,0,0,0,0,0,0
MSTRG.25184|PSMD14,2568,3230,5152,2406,2131,3136
MSTRG.25180,153,436,195,234,221,471
MSTRG.25185,670,457,275,820,0,0
MSTRG.25185|MXRA7P1,54,29,41,69,145,92
MSTRG.25186|RNA5SP108,2,3,2,0,0,7
MSTRG.25198|DPP4,68,0,133,807,2,141
MSTRG.25199|DPP4-DT,4,0,0,20,0,3
MSTRG.25200,0,0,0,0,0,0
MSTRG.25200|TIMM8AP1,0,0,0,0,0,18
MSTRG.25187|TBR1,0,61,0,0,92,0
MSTRG.25188,0,0,0,0,0,0
MSTRG.25187,0,0,0,0,0,0
MSTRG.25187|SLC4A10,0,25,4,19,12,5
MSTRG.25189,0,0,0,0,0,0
MSTRG.25191,0,0,0,0,0,0
MSTRG.25192,0,0,0,0,0,0
MSTRG.25193|MTNAP1P1,0,0,0,0,0,0
MSTRG.25194,0,0,0,0,0,0
MSTRG.25195|KRT18P46,0,0,0,0,0,0
MSTRG.25196|RPEP5,0,0,0,0,0,0
MSTRG.25197,0,0,0,0,0,0
MSTRG.25190|AHCTF1P1,540,363,916,471,414,414
MSTRG.25201,0,0,0,2,0,0
MSTRG.25202,0,0,0,17101,0,0
MSTRG.25202|GCG,1775,0,0,22162,0,6
MSTRG.25203|FAP,0,0,0,0,0,0
MSTRG.25204,0,0,0,0,0,0
ENSG00000305231,0,0,0,0,0,0
ENSG00000305215,0,0,0,0,0,0
MSTRG.25205|IFIH1,387,15,53,978,0,49
MSTRG.25206|GCA,2075,917,1249,2575,1323,1434
MSTRG.25207,0,0,0,15,0,0
MSTRG.25208|KCNH7,20,17,12,33,0,15
MSTRG.25209,24,6,0,24,0,0
MSTRG.25210,0,0,0,4,0,0
MSTRG.25211|KCNH7-AS1,21,9,0,26,0,0
MSTRG.25212,0,0,0,10,0,0
MSTRG.25213,2,0,0,3,0,0
MSTRG.25214,0,0,0,0,0,0
MSTRG.25208,1548,0,0,2388,0,0
MSTRG.25209|RNA5SP109,1,0,0,0,0,0
MSTRG.25215|FIGN,3568,1251,1097,2669,1123,1822
MSTRG.25215,752,4,502,7,14,16
MSTRG.25216,0,0,2,0,0,0
MSTRG.25217,0,0,0,0,0,0
MSTRG.25218,0,0,0,0,0,0
MSTRG.25219,0,0,0,0,0,0
MSTRG.25220,0,0,0,0,0,0
MSTRG.25221|PRPS1P1,0,0,0,0,0,0
MSTRG.25223,0,14,11,0,20,55
MSTRG.25224|CYP2C56P,0,0,0,0,0,0
MSTRG.25222,1,17,11,0,8,32
MSTRG.25228|GRB14,245,67,370,428,117,429
MSTRG.25228,0,5,0,0,0,3
MSTRG.25229,45,24,46,51,38,46
MSTRG.25230|COBLL1,744,550,258,1563,688,171
MSTRG.25231,0,1,0,14,0,0
MSTRG.25233,11,9,0,42,0,0
MSTRG.25234|RNA5SP110,0,0,0,0,0,0
MSTRG.25235|RNA5SP111,0,0,0,1,0,0
MSTRG.25235|SLC38A11,19,0,0,24,0,0
MSTRG.25237|SCN3A,210,0,0,22,0,0
MSTRG.25238|SCN2A,53,4,45,71,0,23
MSTRG.25239|MAPRE1P3,0,0,0,0,0,0
MSTRG.25232|SNORA70F,2,2,0,6,0,2
MSTRG.25236,2,0,0,0,0,0
MSTRG.25237,3078,2,0,493,0,0
MSTRG.25233|SCN2A,6,0,0,0,0,0
MSTRG.25240|CSRNP3,5006,523,338,2343,611,620
MSTRG.25241,32,11,20,0,7,80
MSTRG.25242,0,0,0,0,0,6
MSTRG.25240,1846,0,0,0,0,0
MSTRG.25243,0,0,0,0,0,3
MSTRG.25244|GALNT3,1602,30,253,678,17,254
MSTRG.25245,299,2,7,11,0,31
MSTRG.25244,8,0,0,10,0,0
MSTRG.25246,15,0,0,27,0,0
MSTRG.25247,13,0,0,3,0,0
MSTRG.25248|TTC21B,1078,830,1516,1281,741,1128
MSTRG.25249|TTC21B-AS1,25,18,10,3,6,17
MSTRG.25248,1308,19,0,8,2,1
MSTRG.25250|SCN1A-AS1,12,0,0,14,0,6
MSTRG.25251|SCN1A,0,0,41,0,0,60
MSTRG.25252|Y_RNA,0,0,0,0,0,0
MSTRG.25253|RN7SKP152,0,0,0,0,0,0
MSTRG.25254|SCN9A,612,47,221,947,0,148
MSTRG.25254,10,0,0,76,0,4
MSTRG.25255|SCN7A,1183,0,0,401,0,13
MSTRG.25256,0,0,0,0,0,0
MSTRG.25257,0,0,0,19,0,0
MSTRG.25258,0,0,0,26,0,0
MSTRG.25259,0,0,0,21,0,0
MSTRG.25255,1,0,0,61,0,0
MSTRG.25261,85,75,3,229,44,570
MSTRG.25262|RNU7-148P,0,0,0,0,0,0
MSTRG.25261|B3GALT1,161,88,2241,928,0,1503
MSTRG.25264|B3GALT1-AS1,0,27,8,0,2,0
MSTRG.25263|CTAGE14P,2,1,8,12,3,6
MSTRG.25265|STK39,957,535,1172,930,806,1232
MSTRG.25265,11,5,629,16,14,233
MSTRG.25266|PHF5AP5,0,2,2,0,2,0
MSTRG.25267,5,0,0,8,0,0
MSTRG.25268,16,38,0,23,25,6
MSTRG.25269|RN7SL813P,0,0,0,2,0,0
MSTRG.25270|CERS6,4521,5785,2885,4812,5459,1683
MSTRG.25271|MIR4774,0,1,1,0,0,0
MSTRG.25273|CERS6-AS1,0,0,0,4,0,3
MSTRG.25274|NOSTRIN,83,24,37,70,17,46
MSTRG.25275|SPC25,176,153,610,241,188,636
MSTRG.25276|G6PC2,0,0,0,0,0,0
MSTRG.25272|RNU6-766P,2,2,0,0,1,0
MSTRG.25275,290,24,170,78,1,90
ENSG00000308140,2,0,0,4,0,0
MSTRG.25277|LRP2,5750,13,83,2474,7,57
MSTRG.25278,2,5,7,0,7,53
MSTRG.25279,110,0,0,347,0,0
MSTRG.25279|BBS5,494,20,105,96,117,41
MSTRG.25279|KLHL41,13,0,0,35,0,0
MSTRG.25280,1085,281,1361,442,394,1648
MSTRG.25280|FASTKD1,70,462,730,710,612,419
MSTRG.25281,1,3,10,3,5,1
MSTRG.25283|PPIG,2658,1484,2704,1990,2169,2108
MSTRG.25282,1,0,0,1,0,0
MSTRG.25284|CFAP210,59,3,6,22,7,6
MSTRG.25286|PHOSPHO2,1067,659,564,838,482,831
MSTRG.25286|KLHL23,2551,1141,3997,2077,2497,3503
MSTRG.25289,0,0,0,0,0,0
MSTRG.25285,4,0,0,0,0,0
MSTRG.25284,886,100,142,333,200,105
MSTRG.25286,715,22,44,34,0,76
MSTRG.25287,67,46,19,96,34,52
MSTRG.25288,410,162,95,351,122,143
MSTRG.25290|PTCHD3P2,13,9,0,6,13,4
ENSG00000214369|CYB5AP2,10,0,0,4,0,0
MSTRG.25291|SSB,3579,2018,8122,2885,3533,4221
MSTRG.25292|METTL5,847,771,2027,896,1615,2705
MSTRG.25293|UBR3,1830,1678,317,1397,738,793
MSTRG.25293,916,293,1426,1136,282,0
MSTRG.25294,10,7,0,0,0,0
MSTRG.25295|NSA2P5,0,17,8,0,0,3
ENSG00000308085,0,0,0,0,0,0
ENSG00000071909|MYO3B,0,43,6,0,35,27
ENSG00000301926,0,0,0,0,0,0
ENSG00000231898|MYO3B-AS1,0,0,0,0,0,0
ENSG00000275414,0,0,0,0,0,0
ENSG00000213981,4,3,0,0,0,0
ENSG00000214821|HMGB1P4,1,1,2,0,1,3
MSTRG.25296|ERICH2-DT,32,109,11,18,73,83
MSTRG.25297|LINC01124,0,2,0,0,16,12
MSTRG.25298|SP5,0,334,8,8,322,414
MSTRG.25299,0,0,0,0,0,0
MSTRG.25300,0,0,55,0,0,0
MSTRG.25301|ERICH2,108,252,81,113,244,244
MSTRG.25301,0,33,0,31,210,56
MSTRG.25302|Y_RNA,0,0,0,0,3,0
MSTRG.25303,0,0,0,1,0,0
MSTRG.25304|GAD1,26,113,8,10,8,110
MSTRG.25305,0,0,0,0,0,8
MSTRG.25300|EIF2S2P4,246,421,699,269,488,729
MSTRG.25306,52,24,25,72,22,63
MSTRG.25307,122,21,52,129,12,66
MSTRG.25308|GORASP2,2248,1707,2176,2127,3073,3244
MSTRG.25308,33,296,1403,623,183,5
MSTRG.25310|TLK1,3707,4424,4239,3289,4235,4655
MSTRG.25311,0,5,0,0,10,12
MSTRG.25312,0,0,9,0,0,0
ENSG00000228507|DAP3P2,9,8,13,5,3,7
MSTRG.25313|METTL8,290,1620,1096,777,1254,2279
MSTRG.25314,0,0,0,0,0,0
MSTRG.25315|RPS26P20,0,0,1,0,2,1
MSTRG.25316,1352,183,1465,812,908,1389
MSTRG.25316|DCAF17,469,738,651,625,213,1001
MSTRG.25313,577,21,1154,104,9,0
MSTRG.25317|RPS15P4,1063,1485,1234,1177,1697,2037
MSTRG.25318|CYBRD1,671,383,200,810,189,356
MSTRG.25319,2,2,0,0,14,1
MSTRG.25320|DYNC1I2,3813,1973,3404,3240,3410,1675
MSTRG.25320,57,193,240,754,0,0
MSTRG.25321|SLC25A12,843,115,655,1141,66,624
MSTRG.25322|RNU6-182P,0,0,0,0,0,3
MSTRG.25323|HAT1,1218,1112,1442,792,1150,955
MSTRG.25323,428,0,1354,472,0,586
MSTRG.25324|METAP1D,177,118,178,228,133,107
MSTRG.25325,0,1,0,3,2,1
MSTRG.25326|DLX1,0,0,2,16,0,0
MSTRG.25324,75,0,0,0,0,6
MSTRG.25340,82,380,57,82,178,177
